Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Counties
2021,AK,Alaska,Anchorage,02020,02020002301,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.3,,,5.6,9.3,7088,POINT (-150.0707518 61.16177023),02020002301,PREVENT,ACCESS2,CrdPrv,Health Insurance,
2021,AK,Alaska,Dillingham,02070,02070000200,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.3,,,22.6,30.2,2381,POINT (-158.6521544 59.05170853),02070000200,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,1672
2021,AK,Alaska,Northwest Arctic,02188,02188000200,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.7,,,17.0,22.6,3201,POINT (-162.1503988 66.68837413),02188000200,HLTHSTAT,MHLTH,CrdPrv,Mental Health,116
2020,AK,Alaska,North Slope,02185,02185000100,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.1,,,32.8,35.3,4213,POINT (-156.7348496 71.23014084),02185000100,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,115
2021,AK,Alaska,Matanuska-Susitna,02170,02170000402,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.6,5.1,2105,POINT (-149.7428205 61.82426238),02170000402,DISABLT,SELFCARE,CrdPrv,Self-care Disability,1707
2021,AK,Alaska,Anchorage,02020,02020000902,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.5,,,23.0,30.3,3141,POINT (-149.8525253 61.20439058),02020000902,RISKBEH,LPA,CrdPrv,Physical Inactivity,1669
2021,AK,Alaska,Anchorage,02020,02020002812,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.6,6.0,7166,POINT (-149.8039001 61.12540346),02020002812,DISABLT,HEARING,CrdPrv,Hearing Disability,1669
2021,AK,Alaska,Anchorage,02020,02020002000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.8,,,22.2,29.1,3748,POINT (-149.9055356 61.18803464),02020002000,RISKBEH,LPA,CrdPrv,Physical Inactivity,1669
2021,AK,Alaska,North Slope,02185,02185000300,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.1,,,15.2,23.2,2527,POINT (-149.6653744 70.08549377),02185000300,RISKBEH,CSMOKING,CrdPrv,Current Smoking,115
2021,AK,Alaska,Matanuska-Susitna,02170,02170000900,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.6,,,18.9,24.7,2544,POINT (-149.46229 61.56934548),02170000900,HLTHOUT,DEPRESSION,CrdPrv,Depression,1707
2021,AK,Alaska,Anchorage,02020,02020002601,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.7,,,25.0,30.5,4784,POINT (-149.8453729 61.15177005),02020002601,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,1669
2021,AK,Alaska,Kenai Peninsula,02122,02122000600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.3,,,18.8,26.4,7100,POINT (-151.1975706 60.56135055),02122000600,RISKBEH,LPA,CrdPrv,Physical Inactivity,110
2021,AK,Alaska,Anchorage,02020,02020002821,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.2,9.5,5050,POINT (-149.822632 61.10156022),02020002821,DISABLT,MOBILITY,CrdPrv,Mobility Disability,1669
2021,AK,Alaska,Anchorage,02020,02020001602,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,74.7,,,71.1,78.0,4224,POINT (-149.8066535 61.18977392),02020001602,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,1669
2021,AK,Alaska,Anchorage,02020,02020002602,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.6,,,2.2,2.9,5805,POINT (-149.8195626 61.15930344),02020002602,DISABLT,SELFCARE,CrdPrv,Self-care Disability,1669
2020,AK,Alaska,Matanuska-Susitna,02170,02170000101,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.0,34.7,620,POINT (-150.3855762 62.46817385),02170000101,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,1707
2021,AK,Alaska,Matanuska-Susitna,02170,02170000401,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.4,,,28.5,34.4,1912,POINT (-149.7921465 61.61832111),02170000401,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,1707
2021,AK,Alaska,Fairbanks North Star,02090,02090001900,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.6,11684,POINT (-146.4888276 64.98468465),02090001900,HLTHOUT,DIABETES,CrdPrv,Diabetes,1673
2021,AK,Alaska,Kenai Peninsula,02122,02122000800,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,,,15.0,19.5,3724,POINT (-151.4627663 59.94353019),02122000800,HLTHSTAT,GHLTH,CrdPrv,General Health,110
2021,AK,Alaska,Juneau,02110,02110000100,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.8,,,2.3,3.2,4933,POINT (-134.783529 58.75197899),02110000100,DISABLT,VISION,CrdPrv,Vision Disability,1675
2021,AK,Alaska,Anchorage,02020,02020000702,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.2,,,19.3,25.1,5107,POINT (-149.7443431 61.21745072),02020000702,HLTHOUT,DEPRESSION,CrdPrv,Depression,1669
2020,AK,Alaska,Anchorage,02020,02020002602,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.4,,,33.3,43.8,5805,POINT (-149.8195626 61.15930344),02020002602,PREVENT,COREM,CrdPrv,Core preventive services for older men,1669
2021,AK,Alaska,Anchorage,02020,02020000203,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,7.1,,,5.8,8.4,10549,POINT (-149.5040654 61.3101556),02020000203,DISABLT,MOBILITY,CrdPrv,Mobility Disability,1669
2021,AK,Alaska,Anchorage,02020,02020000202,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,,,1.8,2.4,5947,POINT (-149.538294 61.32857978),02020000202,HLTHOUT,STROKE,CrdPrv,Stroke,1669
2021,AK,Alaska,Anchorage,02020,02020002900,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,59.4,,,55.3,63.2,2570,POINT (-149.0448289 60.96352058),02020002900,PREVENT,CHECKUP,CrdPrv,Annual Checkup,1669
2020,AK,Alaska,Anchorage,02020,02020001500,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.1,,,27.7,30.4,5104,POINT (-149.852334 61.19152657),02020001500,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,1669
2021,AK,Alaska,Anchorage,02020,02020001732,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.6,,,18.8,24.4,6179,POINT (-149.7334404 61.18810949),02020001732,HLTHOUT,DEPRESSION,CrdPrv,Depression,1669
2021,AK,Alaska,Anchorage,02020,02020002501,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.6,,,7.5,11.8,4993,POINT (-149.8998277 61.15928122),02020002501,PREVENT,ACCESS2,CrdPrv,Health Insurance,1669
2020,AK,Alaska,Yakutat,02282,02282000100,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,29.8,,,25.1,34.8,662,POINT (-140.3706428 59.89209696),02282000100,PREVENT,COREW,CrdPrv,Core preventive services for older women,984
2021,AK,Alaska,Matanuska-Susitna,02170,02170000900,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.7,,,7.0,8.6,2544,POINT (-149.46229 61.56934548),02170000900,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),1707
2020,AK,Alaska,Matanuska-Susitna,02170,02170000401,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.6,,,13.8,24.1,1912,POINT (-149.7921465 61.61832111),02170000401,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,1707
2021,AK,Alaska,Fairbanks North Star,02090,02090001800,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,2.1,,,1.7,2.5,2743,POINT (-146.6673515 64.68768252),02090001800,HLTHOUT,COPD,CrdPrv,COPD,1673
2020,AK,Alaska,Fairbanks North Star,02090,02090000300,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,30.3,,,25.8,35.1,4958,POINT (-147.7248311 64.82791434),02090000300,PREVENT,COREM,CrdPrv,Core preventive services for older men,1673
2020,AK,Alaska,Sitka,02220,02220000200,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,62.8,,,59.7,65.7,5335,POINT (-135.3279218 57.06559894),02220000200,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,118
2021,AK,Alaska,Anchorage,02020,02020000203,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.1,,,1.8,2.5,10549,POINT (-149.5040654 61.3101556),02020000203,DISABLT,SELFCARE,CrdPrv,Self-care Disability,1669
2021,AK,Alaska,Hoonah-Angoon,02105,02105000300,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.5,,,17.0,22.1,2055,POINT (-135.3243034 58.19399729),02105000300,HLTHSTAT,GHLTH,CrdPrv,General Health,
2021,AK,Alaska,Juneau,02110,02110000300,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.4,,,5.4,7.5,5483,POINT (-134.556445 58.37932313),02110000300,HLTHOUT,DIABETES,CrdPrv,Diabetes,1675
2021,AK,Alaska,Sitka,02220,02220000100,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.7,,,6.0,7.6,3546,POINT (-135.2984804 57.23544094),02220000100,DISABLT,HEARING,CrdPrv,Hearing Disability,118
2021,AK,Alaska,Kodiak Island,02150,02150000300,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.0,,,13.0,19.1,2255,POINT (-152.4742163 57.79122545),02150000300,RISKBEH,CSMOKING,CrdPrv,Current Smoking,112
2020,AK,Alaska,Fairbanks North Star,02090,02090001600,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,62.1,,,58.7,65.7,4836,POINT (-147.354812 64.75303004),02090001600,PREVENT,DENTAL,CrdPrv,Dental Visit,1673
2021,AK,Alaska,Fairbanks North Star,02090,02090001600,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.3,,,30.0,38.6,4836,POINT (-147.354812 64.75303004),02090001600,HLTHOUT,OBESITY,CrdPrv,Obesity,1673
2021,AK,Alaska,Juneau,02110,02110000600,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,,,5.3,6.5,5474,POINT (-134.5401735 58.18417526),02110000600,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),1675
2021,AK,Alaska,Yukon-Koyukuk,02290,02290000300,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.1,,,7.3,9.1,1758,POINT (-156.2319567 65.34275156),02290000300,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,4
2021,AK,Alaska,Matanuska-Susitna,02170,02170001300,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.9,,,8.2,12.1,5461,POINT (-148.9706454 61.52439955),02170001300,PREVENT,ACCESS2,CrdPrv,Health Insurance,1707
2021,AK,Alaska,Bristol Bay,02060,02060000100,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.0,,,18.5,25.7,997,POINT (-156.703011 58.74226735),02060000100,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,1670
2021,AK,Alaska,Fairbanks North Star,02090,02090001600,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10.6,,,8.6,12.8,4836,POINT (-147.354812 64.75303004),02090001600,PREVENT,ACCESS2,CrdPrv,Health Insurance,1673
2021,AK,Alaska,Kodiak Island,02150,02150000500,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,6.0,,,4.9,7.1,1301,POINT (-152.5488118 57.75069269),02150000500,HLTHSTAT,PHLTH,CrdPrv,Physical Health,112
2021,AK,Alaska,Anchorage,02020,02020002400,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.5,,,16.0,21.0,3299,POINT (-149.9202678 61.17695755),02020002400,RISKBEH,BINGE,CrdPrv,Binge Drinking,1669
2021,AK,Alaska,Kenai Peninsula,02122,02122001000,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.7,,,34.1,41.2,4027,POINT (-151.5165901 59.64707584),02122001000,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,110
2021,AK,Alaska,Northwest Arctic,02188,02188000100,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,24.9,,,22.2,27.8,4322,POINT (-159.6909713 67.06465498),02188000100,DISABLT,COGNITION,CrdPrv,Cognitive Disability,116
2021,AK,Alaska,Kodiak Island,02150,02150000400,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.1,,,13.7,20.4,1052,POINT (-152.3981278 57.78150252),02150000400,RISKBEH,CSMOKING,CrdPrv,Current Smoking,112
2021,AK,Alaska,Kodiak Island,02150,02150000100,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.3,,,16.6,24.2,1832,POINT (-153.7913433 57.67587555),02150000100,HLTHOUT,DEPRESSION,CrdPrv,Depression,
2021,AK,Alaska,Kenai Peninsula,02122,02122000800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.7,,,19.4,26.0,3724,POINT (-151.4627663 59.94353019),02122000800,RISKBEH,LPA,CrdPrv,Physical Inactivity,110
2020,AK,Alaska,Matanuska-Susitna,02170,02170000800,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,61.3,,,57.1,65.6,4895,POINT (-149.4705521 61.58898921),02170000800,PREVENT,MAMMOUSE,CrdPrv,Mammography,1707
2021,AK,Alaska,Yukon-Koyukuk,02290,02290000300,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.0,,,27.8,36.4,1758,POINT (-156.2319567 65.34275156),02290000300,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,4
2021,AK,Alaska,Anchorage,02020,02020001200,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,,,7.2,8.7,3718,POINT (-149.9053681 61.20995594),02020001200,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),1669
2021,AK,Alaska,Anchorage,02020,02020001802,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.7,,,12.0,15.5,5537,POINT (-149.8231415 61.1753575),02020001802,HLTHSTAT,GHLTH,CrdPrv,General Health,1669
2021,AK,Alaska,Anchorage,02020,02020000703,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.6,,,16.6,20.7,5706,POINT (-149.7236635 61.22281125),02020000703,HLTHSTAT,MHLTH,CrdPrv,Mental Health,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170001201,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67.3,,,64.0,70.6,5142,POINT (-149.1138518 61.58086657),02170001201,PREVENT,BPMED,CrdPrv,Taking BP Medication,1707
2021,AK,Alaska,Fairbanks North Star,02090,02090000100,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,74.8,,,71.6,78.1,1709,POINT (-147.7176376 64.84043994),02090000100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,1673
2020,AK,Alaska,Prince of Wales-Hyder,02198,02198000300,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,71.9,,,67.5,76.0,87,POINT (-130.1736786 55.95537658),02198000300,PREVENT,DENTAL,CrdPrv,Dental Visit,1708
2021,AK,Alaska,Ketchikan Gateway,02130,02130000100,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,78.6,,,75.0,81.7,3484,POINT (-130.9329248 55.59991142),02130000100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,
2021,AK,Alaska,Nome,02180,02180000200,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,3767,POINT (-165.4205707 64.65750398),02180000200,HLTHOUT,STROKE,CrdPrv,Stroke,114
2020,AK,Alaska,Matanuska-Susitna,02170,02170001201,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,61.9,,,57.3,66.3,5142,POINT (-149.1138518 61.58086657),02170001201,PREVENT,MAMMOUSE,CrdPrv,Mammography,1707
2021,AK,Alaska,Matanuska-Susitna,02170,02170001100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18.5,,,15.7,21.4,5364,POINT (-149.2365858 61.57328004),02170001100,RISKBEH,LPA,CrdPrv,Physical Inactivity,1707
2021,AK,Alaska,Bristol Bay,02060,02060000100,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.1,,,15.7,22.7,997,POINT (-156.703011 58.74226735),02060000100,HLTHOUT,DEPRESSION,CrdPrv,Depression,1670
2021,AK,Alaska,Kodiak Island,02150,02150000400,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,9.6,12.8,1052,POINT (-152.3981278 57.78150252),02150000400,HLTHSTAT,PHLTH,CrdPrv,Physical Health,112
2021,AK,Alaska,Kodiak Island,02150,02150000100,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.9,,,28.5,37.2,1832,POINT (-153.7913433 57.67587555),02150000100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,
2021,AK,Alaska,Anchorage,02020,02020002100,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,60.8,,,56.6,64.6,3787,POINT (-149.9227389 61.18792438),02020002100,PREVENT,CHECKUP,CrdPrv,Annual Checkup,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170000604,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.9,11.5,4734,POINT (-150.0234687 61.36071155),02170000604,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,1707
2021,AK,Alaska,Matanuska-Susitna,02170,02170001100,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,,,5.0,6.2,5364,POINT (-149.2365858 61.57328004),02170001100,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),1707
2021,AK,Alaska,Fairbanks North Star,02090,02090000500,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,59.8,,,55.6,63.9,2371,POINT (-147.7362844 64.85129741),02090000500,PREVENT,CHECKUP,CrdPrv,Annual Checkup,1673
2021,AK,Alaska,Anchorage,02020,02020001300,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,8.7,,,7.1,10.8,3059,POINT (-149.9362474 61.20007422),02020001300,DISABLT,MOBILITY,CrdPrv,Mobility Disability,1669
2021,AK,Alaska,Anchorage,02020,02020002813,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,4.7,,,3.6,6.2,4579,POINT (-149.6406343 61.12196034),02020002813,PREVENT,ACCESS2,CrdPrv,Health Insurance,1669
2020,AK,Alaska,Ketchikan Gateway,02130,02130000300,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,28.8,,,24.3,33.8,2841,POINT (-131.6336211 55.3472241),02130000300,PREVENT,COREW,CrdPrv,Core preventive services for older women,111
2021,AK,Alaska,Anchorage,02020,02020002603,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.7,,,7.4,10.0,6341,POINT (-149.8192002 61.14473456),02020002603,HLTHSTAT,PHLTH,CrdPrv,Physical Health,1669
2020,AK,Alaska,Anchorage,02020,02020000500,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,28.3,,,24.2,32.3,1988,POINT (-149.8791287 61.22965562),02020000500,PREVENT,COREW,CrdPrv,Core preventive services for older women,1669
2021,AK,Alaska,Anchorage,02020,02020001701,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.9,,,17.3,22.6,6843,POINT (-149.7633636 61.18807195),02020001701,HLTHOUT,DEPRESSION,CrdPrv,Depression,1669
2020,AK,Alaska,Fairbanks North Star,02090,02090000800,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,37.2,,,30.1,44.1,5388,POINT (-147.8492011 64.84132585),02090000800,PREVENT,COREM,CrdPrv,Core preventive services for older men,1673
2021,AK,Alaska,Matanuska-Susitna,02170,02170000705,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,,,4.6,5.7,3750,POINT (-149.4513375 61.60670946),02170000705,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),1707
2021,AK,Alaska,Anchorage,02020,02020002100,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.0,,,5.1,6.9,3787,POINT (-149.9227389 61.18792438),02020002100,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,1669
2020,AK,Alaska,Anchorage,02020,02020002811,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,32.5,,,28.4,36.8,6313,POINT (-149.845388 61.13039044),02020002811,PREVENT,COREW,CrdPrv,Core preventive services for older women,1669
2021,AK,Alaska,Anchorage,02020,02020002302,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.5,,,26.6,32.3,4791,POINT (-149.9333151 61.16200534),02020002302,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,1669
2021,AK,Alaska,Anchorage,02020,02020000701,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.8,,,10.8,15.4,5949,POINT (-149.7672573 61.21714935),02020000701,PREVENT,ACCESS2,CrdPrv,Health Insurance,1669
2021,AK,Alaska,Anchorage,02020,02020000102,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.3,,,3.8,4.8,5259,POINT (-149.369977 61.33371763),02020000102,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,1669
2021,AK,Alaska,Anchorage,02020,02020002823,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.3,9.7,5217,POINT (-149.6984273 61.06180111),02020002823,DISABLT,MOBILITY,CrdPrv,Mobility Disability,1669
2021,AK,Alaska,Fairbanks North Star,02090,02090001900,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.8,,,3.4,4.3,11684,POINT (-146.4888276 64.98468465),02090001900,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,1673
2021,AK,Alaska,Anchorage,02020,02020002712,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.0,,,6.0,8.0,9068,POINT (-149.8903202 61.12857549),02020002712,HLTHOUT,DIABETES,CrdPrv,Diabetes,1669
2020,AK,Alaska,Anchorage,02020,02020002202,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,77.6,,,75.3,79.7,2960,POINT (-149.9376317 61.18864109),02020002202,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,1669
2020,AK,Alaska,Ketchikan Gateway,02130,02130000200,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,30.4,,,25.4,35.9,4884,POINT (-131.6765754 55.3688731),02130000200,PREVENT,COREW,CrdPrv,Core preventive services for older women,111
2021,AK,Alaska,Kenai Peninsula,02122,02122000200,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,,,5.6,6.8,5623,POINT (-150.6333216 60.76391706),02122000200,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),110
2020,AK,Alaska,Fairbanks North Star,02090,02090000200,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.2,,,58.4,64.2,3418,POINT (-147.757275 64.83416946),02090000200,PREVENT,DENTAL,CrdPrv,Dental Visit,1673
2021,AK,Alaska,Wrangell,02275,02275000300,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.2,,,23.9,33.0,2369,POINT (-132.0088166 56.32698926),02275000300,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,3
2021,AK,Alaska,Anchorage,02020,02020001000,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.2,,,3.6,4.8,4131,POINT (-149.8759401 61.21032507),02020001000,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,1669
2021,AK,Alaska,Nome,02180,02180000100,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.9,,,15.6,22.4,5725,POINT (-163.9147742 64.90626191),02180000100,RISKBEH,BINGE,CrdPrv,Binge Drinking,114
2020,AK,Alaska,Bristol Bay,02060,02060000100,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,,,32.2,34.1,997,POINT (-156.703011 58.74226735),02060000100,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,1670
